day,weekday,month,is_hoilday,weather,mean_temp,y,section,hour
2020-05-18,1,5,0,多云,27,123,Sta52-Sta68,7
2020-05-19,2,5,0,多云,25,117,Sta52-Sta68,7
2020-05-20,3,5,0,多云,24,109,Sta52-Sta68,7
2020-05-21,4,5,0,小雨,22,94,Sta52-Sta68,7
2020-05-22,5,5,0,阴,25,113,Sta52-Sta68,7
2020-05-23,6,5,1,多云,25,50,Sta52-Sta68,7
2020-05-24,7,5,1,小雨,18,45,Sta52-Sta68,7
2020-05-25,1,5,0,阴,21,122,Sta52-Sta68,7
2020-05-26,2,5,0,阴,21,92,Sta52-Sta68,7
2020-05-27,3,5,0,阴,19,97,Sta52-Sta68,7
2020-05-28,4,5,0,多云,20,107,Sta52-Sta68,7
2020-05-29,5,5,0,晴,23,106,Sta52-Sta68,7
2020-05-30,6,5,1,多云,24,67,Sta52-Sta68,7
2020-05-31,7,5,1,多云,25,35,Sta52-Sta68,7
2020-06-01,1,6,0,阵雨,23,116,Sta52-Sta68,7
2020-06-02,2,6,0,多云,21,119,Sta52-Sta68,7
2020-06-03,3,6,0,多云,23,115,Sta52-Sta68,7
2020-06-04,4,6,0,多云,24,113,Sta52-Sta68,7
2020-06-05,5,6,0,多云,27,96,Sta52-Sta68,7
2020-06-06,6,6,1,阴,25,73,Sta52-Sta68,7
2020-06-07,7,6,1,阵雨,25,37,Sta52-Sta68,7
2020-06-08,1,6,1,阵雨,22,112,Sta52-Sta68,7
2020-06-09,2,6,1,多云,25,109,Sta52-Sta68,7
2020-06-10,3,6,0,多云,24,112,Sta52-Sta68,7
2020-06-11,4,6,0,阴,25,122,Sta52-Sta68,7
2020-06-12,5,6,0,阴,27,115,Sta52-Sta68,7
2020-06-13,6,6,1,阵雨,27,64,Sta52-Sta68,7
2020-06-14,7,6,1,多云,27,45,Sta52-Sta68,7
2020-06-15,1,6,0,多云,26,133,Sta52-Sta68,7
2020-06-16,2,6,0,小雨,24,116,Sta52-Sta68,7
2020-06-17,3,6,0,小雨,24,100,Sta52-Sta68,7
2020-06-18,4,6,0,多云,26,116,Sta52-Sta68,7
2020-06-19,5,6,0,多云,25,103,Sta52-Sta68,7
2020-06-20,6,6,1,阵雨,24,66,Sta52-Sta68,7
2020-06-21,7,6,1,阵雨,24,50,Sta52-Sta68,7
2020-06-22,1,6,0,阵雨,25,128,Sta52-Sta68,7
2020-06-23,2,6,0,阵雨,26,110,Sta52-Sta68,7
2020-06-24,3,6,0,晴,28,109,Sta52-Sta68,7
2020-06-25,4,6,0,多云,28,61,Sta52-Sta68,7
2020-06-26,5,6,0,阵雨,25,78,Sta52-Sta68,7
2020-06-27,6,6,1,阵雨,25,45,Sta52-Sta68,7
2020-06-28,7,6,1,阴,27,132,Sta52-Sta68,7
2020-06-29,1,6,0,多云,27,117,Sta52-Sta68,7
2020-06-30,2,6,0,多云,28,125,Sta52-Sta68,7
2020-07-01,3,7,0,暴雨,24,53,Sta52-Sta68,7
2020-07-02,4,7,0,多云,27,92,Sta52-Sta68,7
2020-07-03,5,7,0,多云,27,96,Sta52-Sta68,7
2020-07-04,6,7,1,阵雨,25,64,Sta52-Sta68,7
2020-07-05,7,7,1,阴,26,63,Sta52-Sta68,7
2020-07-06,1,7,0,阴,26,119,Sta52-Sta68,7
2020-07-07,2,7,0,多云,28,117,Sta52-Sta68,7
2020-07-08,3,7,0,阵雨,28,108,Sta52-Sta68,7
2020-07-09,4,7,0,阵雨,27,99,Sta52-Sta68,7
2020-07-10,5,7,0,阵雨,23,114,Sta52-Sta68,7
2020-07-11,6,7,1,阴,25,72,Sta52-Sta68,7
2020-07-12,7,7,1,多云,26,71,Sta52-Sta68,7
2020-07-13,1,7,0,阵雨,26,133,Sta52-Sta68,7
2020-07-14,2,7,0,小雨,27,109,Sta52-Sta68,7
2020-07-15,3,7,0,大雨,25,88,Sta52-Sta68,7
2020-07-16,4,7,0,阵雨,25,103,Sta52-Sta68,7
2020-07-17,5,7,0,阴,28,0,Sta52-Sta68,7
2020-07-18,6,7,1,阵雨,27,0,Sta52-Sta68,7
2020-07-19,7,7,1,多云,27,0,Sta52-Sta68,7
2020-07-20,1,7,0,阴,24,0,Sta52-Sta68,7
2020-07-21,2,7,0,阵雨,22,0,Sta52-Sta68,7
2020-07-22,3,7,0,阵雨,25,0,Sta52-Sta68,7
2020-07-23,4,7,0,阵雨,26,0,Sta52-Sta68,7
2020-05-01,5,5,1,多云,24,27,Sta68-Sta151,7
2020-05-02,6,5,1,晴,26,18,Sta68-Sta151,7
2020-05-03,7,5,1,多云,27,27,Sta68-Sta151,7
2020-05-04,1,5,1,多云,26,26,Sta68-Sta151,7
2020-05-05,2,5,0,多云,26,30,Sta68-Sta151,7
2020-05-06,3,5,0,多云,25,61,Sta68-Sta151,7
2020-05-07,4,5,0,中雨,23,56,Sta68-Sta151,7
2020-05-08,5,5,0,阴,21,48,Sta68-Sta151,7
2020-05-09,6,5,1,多云,19,47,Sta68-Sta151,7
2020-05-10,7,5,1,多云,22,26,Sta68-Sta151,7
2020-05-11,1,5,0,多云,21,49,Sta68-Sta151,7
2020-05-12,2,5,0,阴,20,50,Sta68-Sta151,7
2020-05-13,3,5,0,多云,20,52,Sta68-Sta151,7
2020-05-14,4,5,0,多云,22,62,Sta68-Sta151,7
2020-05-15,5,5,0,多云,24,51,Sta68-Sta151,7
2020-05-16,6,5,1,多云,25,26,Sta68-Sta151,7
2020-05-17,7,5,1,晴,27,33,Sta68-Sta151,7
2020-05-18,1,5,0,多云,27,60,Sta68-Sta151,7
2020-05-19,2,5,0,多云,25,61,Sta68-Sta151,7
2020-05-20,3,5,0,多云,24,60,Sta68-Sta151,7
2020-05-21,4,5,0,小雨,22,47,Sta68-Sta151,7
2020-05-22,5,5,0,阴,25,51,Sta68-Sta151,7
2020-05-23,6,5,1,多云,25,21,Sta68-Sta151,7
2020-05-24,7,5,1,小雨,18,25,Sta68-Sta151,7
2020-05-25,1,5,0,阴,21,70,Sta68-Sta151,7
2020-05-26,2,5,0,阴,21,47,Sta68-Sta151,7
2020-05-27,3,5,0,阴,19,45,Sta68-Sta151,7
2020-05-28,4,5,0,多云,20,55,Sta68-Sta151,7
2020-05-29,5,5,0,晴,23,51,Sta68-Sta151,7
2020-05-30,6,5,1,多云,24,34,Sta68-Sta151,7
2020-05-31,7,5,1,多云,25,18,Sta68-Sta151,7
2020-06-01,1,6,0,阵雨,23,60,Sta68-Sta151,7
2020-06-02,2,6,0,多云,21,52,Sta68-Sta151,7
2020-06-03,3,6,0,多云,23,61,Sta68-Sta151,7
2020-06-04,4,6,0,多云,24,55,Sta68-Sta151,7
2020-06-05,5,6,0,多云,27,47,Sta68-Sta151,7
2020-06-06,6,6,1,阴,25,32,Sta68-Sta151,7
2020-06-07,7,6,1,阵雨,25,18,Sta68-Sta151,7
2020-06-08,1,6,1,阵雨,22,56,Sta68-Sta151,7
2020-06-09,2,6,1,多云,25,59,Sta68-Sta151,7
2020-06-10,3,6,0,多云,24,67,Sta68-Sta151,7
2020-06-11,4,6,0,阴,25,66,Sta68-Sta151,7
2020-06-12,5,6,0,阴,27,58,Sta68-Sta151,7
2020-06-13,6,6,1,阵雨,27,44,Sta68-Sta151,7
2020-06-14,7,6,1,多云,27,24,Sta68-Sta151,7
2020-06-15,1,6,0,多云,26,71,Sta68-Sta151,7
2020-06-16,2,6,0,小雨,24,64,Sta68-Sta151,7
2020-06-17,3,6,0,小雨,24,47,Sta68-Sta151,7
2020-06-18,4,6,0,多云,26,58,Sta68-Sta151,7
2020-06-19,5,6,0,多云,25,57,Sta68-Sta151,7
2020-06-20,6,6,1,阵雨,24,35,Sta68-Sta151,7
2020-06-21,7,6,1,阵雨,24,26,Sta68-Sta151,7
2020-06-22,1,6,0,阵雨,25,70,Sta68-Sta151,7
2020-06-23,2,6,0,阵雨,26,60,Sta68-Sta151,7
2020-06-24,3,6,0,晴,28,55,Sta68-Sta151,7
2020-06-25,4,6,0,多云,28,30,Sta68-Sta151,7
2020-06-26,5,6,0,阵雨,25,32,Sta68-Sta151,7
2020-06-27,6,6,1,阵雨,25,25,Sta68-Sta151,7
2020-06-28,7,6,1,阴,27,65,Sta68-Sta151,7
2020-06-29,1,6,0,多云,27,68,Sta68-Sta151,7
2020-06-30,2,6,0,多云,28,70,Sta68-Sta151,7
2020-07-01,3,7,0,暴雨,24,34,Sta68-Sta151,7
2020-07-02,4,7,0,多云,27,44,Sta68-Sta151,7
2020-07-03,5,7,0,多云,27,44,Sta68-Sta151,7
2020-07-04,6,7,1,阵雨,25,31,Sta68-Sta151,7
2020-07-05,7,7,1,阴,26,23,Sta68-Sta151,7
2020-07-06,1,7,0,阴,26,66,Sta68-Sta151,7
2020-07-07,2,7,0,多云,28,64,Sta68-Sta151,7
2020-07-08,3,7,0,阵雨,28,67,Sta68-Sta151,7
2020-07-09,4,7,0,阵雨,27,74,Sta68-Sta151,7
2020-07-10,5,7,0,阵雨,23,57,Sta68-Sta151,7
2020-07-11,6,7,1,阴,25,36,Sta68-Sta151,7
2020-07-12,7,7,1,多云,26,34,Sta68-Sta151,7
2020-07-13,1,7,0,阵雨,26,74,Sta68-Sta151,7
2020-07-14,2,7,0,小雨,27,71,Sta68-Sta151,7
2020-07-15,3,7,0,大雨,25,55,Sta68-Sta151,7
2020-07-16,4,7,0,阵雨,25,62,Sta68-Sta151,7
2020-07-17,5,7,0,阴,28,0,Sta68-Sta151,7
2020-07-18,6,7,1,阵雨,27,0,Sta68-Sta151,7
2020-07-19,7,7,1,多云,27,0,Sta68-Sta151,7
2020-07-20,1,7,0,阴,24,0,Sta68-Sta151,7
2020-07-21,2,7,0,阵雨,22,0,Sta68-Sta151,7
2020-07-22,3,7,0,阵雨,25,0,Sta68-Sta151,7
2020-07-23,4,7,0,阵雨,26,0,Sta68-Sta151,7
2020-05-01,5,5,1,多云,24,27,Sta151-Sta48,7
2020-05-02,6,5,1,晴,26,18,Sta151-Sta48,7
2020-05-03,7,5,1,多云,27,29,Sta151-Sta48,7
2020-05-04,1,5,1,多云,26,29,Sta151-Sta48,7
2020-05-05,2,5,0,多云,26,31,Sta151-Sta48,7
2020-05-06,3,5,0,多云,25,69,Sta151-Sta48,7
2020-05-07,4,5,0,中雨,23,63,Sta151-Sta48,7
2020-05-08,5,5,0,阴,21,53,Sta151-Sta48,7
2020-05-09,6,5,1,多云,19,54,Sta151-Sta48,7
2020-05-10,7,5,1,多云,22,25,Sta151-Sta48,7
2020-05-11,1,5,0,多云,21,55,Sta151-Sta48,7
2020-05-12,2,5,0,阴,20,54,Sta151-Sta48,7
2020-05-13,3,5,0,多云,20,55,Sta151-Sta48,7
2020-05-14,4,5,0,多云,22,62,Sta151-Sta48,7
2020-05-15,5,5,0,多云,24,56,Sta151-Sta48,7
2020-05-16,6,5,1,多云,25,31,Sta151-Sta48,7
2020-05-17,7,5,1,晴,27,35,Sta151-Sta48,7
2020-05-18,1,5,0,多云,27,64,Sta151-Sta48,7
2020-05-19,2,5,0,多云,25,66,Sta151-Sta48,7
2020-05-20,3,5,0,多云,24,64,Sta151-Sta48,7
2020-05-21,4,5,0,小雨,22,50,Sta151-Sta48,7
2020-05-22,5,5,0,阴,25,57,Sta151-Sta48,7
2020-05-23,6,5,1,多云,25,27,Sta151-Sta48,7
2020-05-24,7,5,1,小雨,18,30,Sta151-Sta48,7
2020-05-25,1,5,0,阴,21,75,Sta151-Sta48,7
2020-05-26,2,5,0,阴,21,51,Sta151-Sta48,7
2020-05-27,3,5,0,阴,19,50,Sta151-Sta48,7
2020-05-28,4,5,0,多云,20,57,Sta151-Sta48,7
2020-05-29,5,5,0,晴,23,54,Sta151-Sta48,7
2020-05-30,6,5,1,多云,24,37,Sta151-Sta48,7
2020-05-31,7,5,1,多云,25,19,Sta151-Sta48,7
2020-06-01,1,6,0,阵雨,23,64,Sta151-Sta48,7
2020-06-02,2,6,0,多云,21,52,Sta151-Sta48,7
2020-06-03,3,6,0,多云,23,66,Sta151-Sta48,7
2020-06-04,4,6,0,多云,24,58,Sta151-Sta48,7
2020-06-05,5,6,0,多云,27,52,Sta151-Sta48,7
2020-06-06,6,6,1,阴,25,33,Sta151-Sta48,7
2020-06-07,7,6,1,阵雨,25,21,Sta151-Sta48,7
2020-06-08,1,6,1,阵雨,22,55,Sta151-Sta48,7
2020-06-09,2,6,1,多云,25,63,Sta151-Sta48,7
2020-06-10,3,6,0,多云,24,66,Sta151-Sta48,7
2020-06-11,4,6,0,阴,25,66,Sta151-Sta48,7
2020-06-12,5,6,0,阴,27,60,Sta151-Sta48,7
2020-06-13,6,6,1,阵雨,27,46,Sta151-Sta48,7
2020-06-14,7,6,1,多云,27,28,Sta151-Sta48,7
2020-06-15,1,6,0,多云,26,72,Sta151-Sta48,7
2020-06-16,2,6,0,小雨,24,68,Sta151-Sta48,7
2020-06-17,3,6,0,小雨,24,50,Sta151-Sta48,7
2020-06-18,4,6,0,多云,26,62,Sta151-Sta48,7
2020-06-19,5,6,0,多云,25,56,Sta151-Sta48,7
2020-06-20,6,6,1,阵雨,24,37,Sta151-Sta48,7
2020-06-21,7,6,1,阵雨,24,30,Sta151-Sta48,7
2020-06-22,1,6,0,阵雨,25,73,Sta151-Sta48,7
2020-06-23,2,6,0,阵雨,26,63,Sta151-Sta48,7
2020-06-24,3,6,0,晴,28,58,Sta151-Sta48,7
2020-06-25,4,6,0,多云,28,34,Sta151-Sta48,7
2020-06-26,5,6,0,阵雨,25,35,Sta151-Sta48,7
2020-06-27,6,6,1,阵雨,25,25,Sta151-Sta48,7
2020-06-28,7,6,1,阴,27,72,Sta151-Sta48,7
2020-06-29,1,6,0,多云,27,68,Sta151-Sta48,7
2020-06-30,2,6,0,多云,28,71,Sta151-Sta48,7
2020-07-01,3,7,0,暴雨,24,34,Sta151-Sta48,7
2020-07-02,4,7,0,多云,27,45,Sta151-Sta48,7
2020-07-03,5,7,0,多云,27,47,Sta151-Sta48,7
2020-07-04,6,7,1,阵雨,25,33,Sta151-Sta48,7
2020-07-05,7,7,1,阴,26,25,Sta151-Sta48,7
2020-07-06,1,7,0,阴,26,68,Sta151-Sta48,7
2020-07-07,2,7,0,多云,28,69,Sta151-Sta48,7
2020-07-08,3,7,0,阵雨,28,70,Sta151-Sta48,7
2020-07-09,4,7,0,阵雨,27,76,Sta151-Sta48,7
2020-07-10,5,7,0,阵雨,23,57,Sta151-Sta48,7
2020-07-11,6,7,1,阴,25,35,Sta151-Sta48,7
2020-07-12,7,7,1,多云,26,37,Sta151-Sta48,7
2020-07-13,1,7,0,阵雨,26,79,Sta151-Sta48,7
2020-07-14,2,7,0,小雨,27,74,Sta151-Sta48,7
2020-07-15,3,7,0,大雨,25,60,Sta151-Sta48,7
2020-07-16,4,7,0,阵雨,25,66,Sta151-Sta48,7
2020-07-17,5,7,0,阴,28,0,Sta151-Sta48,7
2020-07-18,6,7,1,阵雨,27,0,Sta151-Sta48,7
2020-07-19,7,7,1,多云,27,0,Sta151-Sta48,7
2020-07-20,1,7,0,阴,24,0,Sta151-Sta48,7
2020-07-21,2,7,0,阵雨,22,0,Sta151-Sta48,7
2020-07-22,3,7,0,阵雨,25,0,Sta151-Sta48,7
2020-07-23,4,7,0,阵雨,26,0,Sta151-Sta48,7
2020-05-01,5,5,1,多云,24,31,Sta48-Sta27,7
2020-05-02,6,5,1,晴,26,22,Sta48-Sta27,7
2020-05-03,7,5,1,多云,27,37,Sta48-Sta27,7
2020-05-04,1,5,1,多云,26,33,Sta48-Sta27,7
2020-05-05,2,5,0,多云,26,38,Sta48-Sta27,7
2020-05-06,3,5,0,多云,25,81,Sta48-Sta27,7
2020-05-07,4,5,0,中雨,23,67,Sta48-Sta27,7
2020-05-08,5,5,0,阴,21,56,Sta48-Sta27,7
2020-05-09,6,5,1,多云,19,59,Sta48-Sta27,7
2020-05-10,7,5,1,多云,22,30,Sta48-Sta27,7
2020-05-11,1,5,0,多云,21,62,Sta48-Sta27,7
2020-05-12,2,5,0,阴,20,58,Sta48-Sta27,7
2020-05-13,3,5,0,多云,20,60,Sta48-Sta27,7
2020-05-14,4,5,0,多云,22,71,Sta48-Sta27,7
2020-05-15,5,5,0,多云,24,62,Sta48-Sta27,7
2020-05-16,6,5,1,多云,25,40,Sta48-Sta27,7
2020-05-17,7,5,1,晴,27,46,Sta48-Sta27,7
2020-05-18,1,5,0,多云,27,76,Sta48-Sta27,7
2020-05-19,2,5,0,多云,25,71,Sta48-Sta27,7
2020-05-20,3,5,0,多云,24,71,Sta48-Sta27,7
2020-05-21,4,5,0,小雨,22,65,Sta48-Sta27,7
2020-05-22,5,5,0,阴,25,66,Sta48-Sta27,7
2020-05-23,6,5,1,多云,25,34,Sta48-Sta27,7
2020-05-24,7,5,1,小雨,18,31,Sta48-Sta27,7
2020-05-25,1,5,0,阴,21,85,Sta48-Sta27,7
2020-05-26,2,5,0,阴,21,63,Sta48-Sta27,7
2020-05-27,3,5,0,阴,19,61,Sta48-Sta27,7
2020-05-28,4,5,0,多云,20,66,Sta48-Sta27,7
2020-05-29,5,5,0,晴,23,66,Sta48-Sta27,7
2020-05-30,6,5,1,多云,24,50,Sta48-Sta27,7
2020-05-31,7,5,1,多云,25,25,Sta48-Sta27,7
2020-06-01,1,6,0,阵雨,23,78,Sta48-Sta27,7
2020-06-02,2,6,0,多云,21,67,Sta48-Sta27,7
2020-06-03,3,6,0,多云,23,73,Sta48-Sta27,7
2020-06-04,4,6,0,多云,24,69,Sta48-Sta27,7
2020-06-05,5,6,0,多云,27,65,Sta48-Sta27,7
2020-06-06,6,6,1,阴,25,42,Sta48-Sta27,7
2020-06-07,7,6,1,阵雨,25,24,Sta48-Sta27,7
2020-06-08,1,6,1,阵雨,22,70,Sta48-Sta27,7
2020-06-09,2,6,1,多云,25,72,Sta48-Sta27,7
2020-06-10,3,6,0,多云,24,76,Sta48-Sta27,7
2020-06-11,4,6,0,阴,25,73,Sta48-Sta27,7
2020-06-12,5,6,0,阴,27,71,Sta48-Sta27,7
2020-06-13,6,6,1,阵雨,27,49,Sta48-Sta27,7
2020-06-14,7,6,1,多云,27,28,Sta48-Sta27,7
2020-06-15,1,6,0,多云,26,86,Sta48-Sta27,7
2020-06-16,2,6,0,小雨,24,80,Sta48-Sta27,7
2020-06-17,3,6,0,小雨,24,66,Sta48-Sta27,7
2020-06-18,4,6,0,多云,26,73,Sta48-Sta27,7
2020-06-19,5,6,0,多云,25,66,Sta48-Sta27,7
2020-06-20,6,6,1,阵雨,24,44,Sta48-Sta27,7
2020-06-21,7,6,1,阵雨,24,33,Sta48-Sta27,7
2020-06-22,1,6,0,阵雨,25,86,Sta48-Sta27,7
2020-06-23,2,6,0,阵雨,26,71,Sta48-Sta27,7
2020-06-24,3,6,0,晴,28,70,Sta48-Sta27,7
2020-06-25,4,6,0,多云,28,35,Sta48-Sta27,7
2020-06-26,5,6,0,阵雨,25,38,Sta48-Sta27,7
2020-06-27,6,6,1,阵雨,25,28,Sta48-Sta27,7
2020-06-28,7,6,1,阴,27,79,Sta48-Sta27,7
2020-06-29,1,6,0,多云,27,76,Sta48-Sta27,7
2020-06-30,2,6,0,多云,28,78,Sta48-Sta27,7
2020-07-01,3,7,0,暴雨,24,40,Sta48-Sta27,7
2020-07-02,4,7,0,多云,27,49,Sta48-Sta27,7
2020-07-03,5,7,0,多云,27,55,Sta48-Sta27,7
2020-07-04,6,7,1,阵雨,25,34,Sta48-Sta27,7
2020-07-05,7,7,1,阴,26,28,Sta48-Sta27,7
2020-07-06,1,7,0,阴,26,74,Sta48-Sta27,7
2020-07-07,2,7,0,多云,28,73,Sta48-Sta27,7
2020-07-08,3,7,0,阵雨,28,76,Sta48-Sta27,7
2020-07-09,4,7,0,阵雨,27,78,Sta48-Sta27,7
2020-07-10,5,7,0,阵雨,23,64,Sta48-Sta27,7
2020-07-11,6,7,1,阴,25,36,Sta48-Sta27,7
2020-07-12,7,7,1,多云,26,40,Sta48-Sta27,7
2020-07-13,1,7,0,阵雨,26,81,Sta48-Sta27,7
2020-07-14,2,7,0,小雨,27,80,Sta48-Sta27,7
2020-07-15,3,7,0,大雨,25,60,Sta48-Sta27,7
2020-07-16,4,7,0,阵雨,25,74,Sta48-Sta27,7
2020-07-17,5,7,0,阴,28,0,Sta48-Sta27,7
2020-07-18,6,7,1,阵雨,27,0,Sta48-Sta27,7
2020-07-19,7,7,1,多云,27,0,Sta48-Sta27,7
2020-07-20,1,7,0,阴,24,0,Sta48-Sta27,7
2020-07-21,2,7,0,阵雨,22,0,Sta48-Sta27,7
2020-07-22,3,7,0,阵雨,25,0,Sta48-Sta27,7
2020-07-23,4,7,0,阵雨,26,0,Sta48-Sta27,7
2020-05-01,5,5,1,多云,24,29,Sta27-Sta81,7
2020-05-02,6,5,1,晴,26,24,Sta27-Sta81,7
2020-05-03,7,5,1,多云,27,37,Sta27-Sta81,7
2020-05-04,1,5,1,多云,26,35,Sta27-Sta81,7
2020-05-05,2,5,0,多云,26,38,Sta27-Sta81,7
2020-05-06,3,5,0,多云,25,88,Sta27-Sta81,7
2020-05-07,4,5,0,中雨,23,66,Sta27-Sta81,7
2020-05-08,5,5,0,阴,21,61,Sta27-Sta81,7
2020-05-09,6,5,1,多云,19,62,Sta27-Sta81,7
2020-05-10,7,5,1,多云,22,30,Sta27-Sta81,7
2020-05-11,1,5,0,多云,21,66,Sta27-Sta81,7
2020-05-12,2,5,0,阴,20,59,Sta27-Sta81,7
2020-05-13,3,5,0,多云,20,62,Sta27-Sta81,7
2020-05-14,4,5,0,多云,22,75,Sta27-Sta81,7
2020-05-15,5,5,0,多云,24,61,Sta27-Sta81,7
2020-05-16,6,5,1,多云,25,44,Sta27-Sta81,7
2020-05-17,7,5,1,晴,27,45,Sta27-Sta81,7
2020-05-18,1,5,0,多云,27,86,Sta27-Sta81,7
2020-05-19,2,5,0,多云,25,74,Sta27-Sta81,7
2020-05-20,3,5,0,多云,24,77,Sta27-Sta81,7
2020-05-21,4,5,0,小雨,22,70,Sta27-Sta81,7
2020-05-22,5,5,0,阴,25,69,Sta27-Sta81,7
2020-05-23,6,5,1,多云,25,36,Sta27-Sta81,7
2020-05-24,7,5,1,小雨,18,29,Sta27-Sta81,7
2020-05-25,1,5,0,阴,21,90,Sta27-Sta81,7
2020-05-26,2,5,0,阴,21,65,Sta27-Sta81,7
2020-05-27,3,5,0,阴,19,64,Sta27-Sta81,7
2020-05-28,4,5,0,多云,20,68,Sta27-Sta81,7
2020-05-29,5,5,0,晴,23,69,Sta27-Sta81,7
2020-05-30,6,5,1,多云,24,48,Sta27-Sta81,7
2020-05-31,7,5,1,多云,25,26,Sta27-Sta81,7
2020-06-01,1,6,0,阵雨,23,73,Sta27-Sta81,7
2020-06-02,2,6,0,多云,21,69,Sta27-Sta81,7
2020-06-03,3,6,0,多云,23,73,Sta27-Sta81,7
2020-06-04,4,6,0,多云,24,72,Sta27-Sta81,7
2020-06-05,5,6,0,多云,27,68,Sta27-Sta81,7
2020-06-06,6,6,1,阴,25,45,Sta27-Sta81,7
2020-06-07,7,6,1,阵雨,25,24,Sta27-Sta81,7
2020-06-08,1,6,1,阵雨,22,78,Sta27-Sta81,7
2020-06-09,2,6,1,多云,25,76,Sta27-Sta81,7
2020-06-10,3,6,0,多云,24,77,Sta27-Sta81,7
2020-06-11,4,6,0,阴,25,77,Sta27-Sta81,7
2020-06-12,5,6,0,阴,27,71,Sta27-Sta81,7
2020-06-13,6,6,1,阵雨,27,45,Sta27-Sta81,7
2020-06-14,7,6,1,多云,27,28,Sta27-Sta81,7
2020-06-15,1,6,0,多云,26,86,Sta27-Sta81,7
2020-06-16,2,6,0,小雨,24,76,Sta27-Sta81,7
2020-06-17,3,6,0,小雨,24,65,Sta27-Sta81,7
2020-06-18,4,6,0,多云,26,71,Sta27-Sta81,7
2020-06-19,5,6,0,多云,25,65,Sta27-Sta81,7
2020-06-20,6,6,1,阵雨,24,41,Sta27-Sta81,7
2020-06-21,7,6,1,阵雨,24,29,Sta27-Sta81,7
2020-06-22,1,6,0,阵雨,25,88,Sta27-Sta81,7
2020-06-23,2,6,0,阵雨,26,75,Sta27-Sta81,7
2020-06-24,3,6,0,晴,28,73,Sta27-Sta81,7
2020-06-25,4,6,0,多云,28,38,Sta27-Sta81,7
2020-06-26,5,6,0,阵雨,25,38,Sta27-Sta81,7
2020-06-27,6,6,1,阵雨,25,31,Sta27-Sta81,7
2020-06-28,7,6,1,阴,27,81,Sta27-Sta81,7
2020-06-29,1,6,0,多云,27,75,Sta27-Sta81,7
2020-06-30,2,6,0,多云,28,81,Sta27-Sta81,7
2020-07-01,3,7,0,暴雨,24,39,Sta27-Sta81,7
2020-07-02,4,7,0,多云,27,50,Sta27-Sta81,7
2020-07-03,5,7,0,多云,27,54,Sta27-Sta81,7
2020-07-04,6,7,1,阵雨,25,34,Sta27-Sta81,7
2020-07-05,7,7,1,阴,26,28,Sta27-Sta81,7
2020-07-06,1,7,0,阴,26,72,Sta27-Sta81,7
2020-07-07,2,7,0,多云,28,72,Sta27-Sta81,7
2020-07-08,3,7,0,阵雨,28,72,Sta27-Sta81,7
2020-07-09,4,7,0,阵雨,27,74,Sta27-Sta81,7
2020-07-10,5,7,0,阵雨,23,64,Sta27-Sta81,7
2020-07-11,6,7,1,阴,25,38,Sta27-Sta81,7
2020-07-12,7,7,1,多云,26,39,Sta27-Sta81,7
2020-07-13,1,7,0,阵雨,26,87,Sta27-Sta81,7
2020-07-14,2,7,0,小雨,27,83,Sta27-Sta81,7
2020-07-15,3,7,0,大雨,25,58,Sta27-Sta81,7
2020-07-16,4,7,0,阵雨,25,74,Sta27-Sta81,7
2020-07-17,5,7,0,阴,28,0,Sta27-Sta81,7
2020-07-18,6,7,1,阵雨,27,0,Sta27-Sta81,7
2020-07-19,7,7,1,多云,27,0,Sta27-Sta81,7
2020-07-20,1,7,0,阴,24,0,Sta27-Sta81,7
2020-07-21,2,7,0,阵雨,22,0,Sta27-Sta81,7
2020-07-22,3,7,0,阵雨,25,0,Sta27-Sta81,7
2020-07-23,4,7,0,阵雨,26,0,Sta27-Sta81,7
2020-05-01,5,5,1,多云,24,26,Sta81-Sta127,7
2020-05-02,6,5,1,晴,26,30,Sta81-Sta127,7
2020-05-03,7,5,1,多云,27,34,Sta81-Sta127,7
2020-05-04,1,5,1,多云,26,38,Sta81-Sta127,7
2020-05-05,2,5,0,多云,26,39,Sta81-Sta127,7
2020-05-06,3,5,0,多云,25,88,Sta81-Sta127,7
2020-05-07,4,5,0,中雨,23,70,Sta81-Sta127,7
2020-05-08,5,5,0,阴,21,64,Sta81-Sta127,7
2020-05-09,6,5,1,多云,19,64,Sta81-Sta127,7
2020-05-10,7,5,1,多云,22,31,Sta81-Sta127,7
2020-05-11,1,5,0,多云,21,65,Sta81-Sta127,7
2020-05-12,2,5,0,阴,20,60,Sta81-Sta127,7
2020-05-13,3,5,0,多云,20,64,Sta81-Sta127,7
2020-05-14,4,5,0,多云,22,68,Sta81-Sta127,7
2020-05-15,5,5,0,多云,24,65,Sta81-Sta127,7
2020-05-16,6,5,1,多云,25,49,Sta81-Sta127,7
2020-05-17,7,5,1,晴,27,39,Sta81-Sta127,7
2020-05-18,1,5,0,多云,27,100,Sta81-Sta127,7
2020-05-19,2,5,0,多云,25,73,Sta81-Sta127,7
2020-05-20,3,5,0,多云,24,76,Sta81-Sta127,7
2020-05-21,4,5,0,小雨,22,70,Sta81-Sta127,7
2020-05-22,5,5,0,阴,25,73,Sta81-Sta127,7
2020-05-23,6,5,1,多云,25,32,Sta81-Sta127,7
2020-05-24,7,5,1,小雨,18,34,Sta81-Sta127,7
2020-05-25,1,5,0,阴,21,94,Sta81-Sta127,7
