day,weekday,month,is_hoilday,weather,mean_temp,y,section,hour
2020-07-17,5,7,0,阴,28,0,Sta34-Sta128,7
2020-07-18,6,7,1,阵雨,27,0,Sta34-Sta128,7
2020-07-19,7,7,1,多云,27,0,Sta34-Sta128,7
2020-07-20,1,7,0,阴,24,0,Sta34-Sta128,7
2020-07-21,2,7,0,阵雨,22,0,Sta34-Sta128,7
2020-07-22,3,7,0,阵雨,25,0,Sta34-Sta128,7
2020-07-23,4,7,0,阵雨,26,0,Sta34-Sta128,7
2020-05-01,5,5,1,多云,24,11,Sta128-Sta74,7
2020-05-02,6,5,1,晴,26,13,Sta128-Sta74,7
2020-05-03,7,5,1,多云,27,12,Sta128-Sta74,7
2020-05-04,1,5,1,多云,26,9,Sta128-Sta74,7
2020-05-05,2,5,0,多云,26,13,Sta128-Sta74,7
2020-05-06,3,5,0,多云,25,27,Sta128-Sta74,7
2020-05-07,4,5,0,中雨,23,26,Sta128-Sta74,7
2020-05-08,5,5,0,阴,21,24,Sta128-Sta74,7
2020-05-09,6,5,1,多云,19,21,Sta128-Sta74,7
2020-05-10,7,5,1,多云,22,18,Sta128-Sta74,7
2020-05-11,1,5,0,多云,21,26,Sta128-Sta74,7
2020-05-12,2,5,0,阴,20,27,Sta128-Sta74,7
2020-05-13,3,5,0,多云,20,28,Sta128-Sta74,7
2020-05-14,4,5,0,多云,22,21,Sta128-Sta74,7
2020-05-15,5,5,0,多云,24,23,Sta128-Sta74,7
2020-05-16,6,5,1,多云,25,15,Sta128-Sta74,7
2020-05-17,7,5,1,晴,27,9,Sta128-Sta74,7
2020-05-18,1,5,0,多云,27,31,Sta128-Sta74,7
2020-05-19,2,5,0,多云,25,33,Sta128-Sta74,7
2020-05-20,3,5,0,多云,24,21,Sta128-Sta74,7
2020-05-21,4,5,0,小雨,22,30,Sta128-Sta74,7
2020-05-22,5,5,0,阴,25,30,Sta128-Sta74,7
2020-05-23,6,5,1,多云,25,11,Sta128-Sta74,7
2020-05-24,7,5,1,小雨,18,14,Sta128-Sta74,7
2020-05-25,1,5,0,阴,21,24,Sta128-Sta74,7
2020-05-26,2,5,0,阴,21,19,Sta128-Sta74,7
2020-05-27,3,5,0,阴,19,20,Sta128-Sta74,7
2020-05-28,4,5,0,多云,20,16,Sta128-Sta74,7
2020-05-29,5,5,0,晴,23,28,Sta128-Sta74,7
2020-05-30,6,5,1,多云,24,17,Sta128-Sta74,7
2020-05-31,7,5,1,多云,25,9,Sta128-Sta74,7
2020-06-01,1,6,0,阵雨,23,30,Sta128-Sta74,7
2020-06-02,2,6,0,多云,21,25,Sta128-Sta74,7
2020-06-03,3,6,0,多云,23,30,Sta128-Sta74,7
2020-06-04,4,6,0,多云,24,22,Sta128-Sta74,7
2020-06-05,5,6,0,多云,27,25,Sta128-Sta74,7
2020-06-06,6,6,1,阴,25,12,Sta128-Sta74,7
2020-06-07,7,6,1,阵雨,25,14,Sta128-Sta74,7
2020-06-08,1,6,1,阵雨,22,26,Sta128-Sta74,7
2020-06-09,2,6,1,多云,25,23,Sta128-Sta74,7
2020-06-10,3,6,0,多云,24,19,Sta128-Sta74,7
2020-06-11,4,6,0,阴,25,28,Sta128-Sta74,7
2020-06-12,5,6,0,阴,27,22,Sta128-Sta74,7
2020-06-13,6,6,1,阵雨,27,24,Sta128-Sta74,7
2020-06-14,7,6,1,多云,27,15,Sta128-Sta74,7
2020-06-15,1,6,0,多云,26,30,Sta128-Sta74,7
2020-06-16,2,6,0,小雨,24,36,Sta128-Sta74,7
2020-06-17,3,6,0,小雨,24,28,Sta128-Sta74,7
2020-06-18,4,6,0,多云,26,29,Sta128-Sta74,7
2020-06-19,5,6,0,多云,25,30,Sta128-Sta74,7
2020-06-20,6,6,1,阵雨,24,16,Sta128-Sta74,7
2020-06-21,7,6,1,阵雨,24,17,Sta128-Sta74,7
2020-06-22,1,6,0,阵雨,25,33,Sta128-Sta74,7
2020-06-23,2,6,0,阵雨,26,29,Sta128-Sta74,7
2020-06-24,3,6,0,晴,28,35,Sta128-Sta74,7
2020-06-25,4,6,0,多云,28,12,Sta128-Sta74,7
2020-06-26,5,6,0,阵雨,25,11,Sta128-Sta74,7
2020-06-27,6,6,1,阵雨,25,14,Sta128-Sta74,7
2020-06-28,7,6,1,阴,27,23,Sta128-Sta74,7
2020-06-29,1,6,0,多云,27,28,Sta128-Sta74,7
2020-06-30,2,6,0,多云,28,31,Sta128-Sta74,7
2020-07-01,3,7,0,暴雨,24,10,Sta128-Sta74,7
2020-07-02,4,7,0,多云,27,11,Sta128-Sta74,7
2020-07-03,5,7,0,多云,27,18,Sta128-Sta74,7
2020-07-04,6,7,1,阵雨,25,20,Sta128-Sta74,7
2020-07-05,7,7,1,阴,26,10,Sta128-Sta74,7
2020-07-06,1,7,0,阴,26,20,Sta128-Sta74,7
2020-07-07,2,7,0,多云,28,18,Sta128-Sta74,7
2020-07-08,3,7,0,阵雨,28,23,Sta128-Sta74,7
2020-07-09,4,7,0,阵雨,27,23,Sta128-Sta74,7
2020-07-10,5,7,0,阵雨,23,23,Sta128-Sta74,7
2020-07-11,6,7,1,阴,25,17,Sta128-Sta74,7
2020-07-12,7,7,1,多云,26,19,Sta128-Sta74,7
2020-07-13,1,7,0,阵雨,26,33,Sta128-Sta74,7
2020-07-14,2,7,0,小雨,27,31,Sta128-Sta74,7
2020-07-15,3,7,0,大雨,25,36,Sta128-Sta74,7
2020-07-16,4,7,0,阵雨,25,30,Sta128-Sta74,7
2020-07-17,5,7,0,阴,28,0,Sta128-Sta74,7
2020-07-18,6,7,1,阵雨,27,0,Sta128-Sta74,7
2020-07-19,7,7,1,多云,27,0,Sta128-Sta74,7
2020-07-20,1,7,0,阴,24,0,Sta128-Sta74,7
2020-07-21,2,7,0,阵雨,22,0,Sta128-Sta74,7
2020-07-22,3,7,0,阵雨,25,0,Sta128-Sta74,7
2020-07-23,4,7,0,阵雨,26,0,Sta128-Sta74,7
2020-05-01,5,5,1,多云,24,13,Sta74-Sta149,7
2020-05-02,6,5,1,晴,26,13,Sta74-Sta149,7
2020-05-03,7,5,1,多云,27,13,Sta74-Sta149,7
2020-05-04,1,5,1,多云,26,13,Sta74-Sta149,7
2020-05-05,2,5,0,多云,26,15,Sta74-Sta149,7
2020-05-06,3,5,0,多云,25,36,Sta74-Sta149,7
2020-05-07,4,5,0,中雨,23,30,Sta74-Sta149,7
2020-05-08,5,5,0,阴,21,25,Sta74-Sta149,7
2020-05-09,6,5,1,多云,19,24,Sta74-Sta149,7
2020-05-10,7,5,1,多云,22,17,Sta74-Sta149,7
2020-05-11,1,5,0,多云,21,29,Sta74-Sta149,7
2020-05-12,2,5,0,阴,20,29,Sta74-Sta149,7
2020-05-13,3,5,0,多云,20,28,Sta74-Sta149,7
2020-05-14,4,5,0,多云,22,26,Sta74-Sta149,7
2020-05-15,5,5,0,多云,24,30,Sta74-Sta149,7
2020-05-16,6,5,1,多云,25,17,Sta74-Sta149,7
2020-05-17,7,5,1,晴,27,8,Sta74-Sta149,7
2020-05-18,1,5,0,多云,27,32,Sta74-Sta149,7
2020-05-19,2,5,0,多云,25,38,Sta74-Sta149,7
2020-05-20,3,5,0,多云,24,27,Sta74-Sta149,7
2020-05-21,4,5,0,小雨,22,29,Sta74-Sta149,7
2020-05-22,5,5,0,阴,25,33,Sta74-Sta149,7
2020-05-23,6,5,1,多云,25,17,Sta74-Sta149,7
2020-05-24,7,5,1,小雨,18,18,Sta74-Sta149,7
2020-05-25,1,5,0,阴,21,29,Sta74-Sta149,7
2020-05-26,2,5,0,阴,21,23,Sta74-Sta149,7
2020-05-27,3,5,0,阴,19,24,Sta74-Sta149,7
2020-05-28,4,5,0,多云,20,17,Sta74-Sta149,7
2020-05-29,5,5,0,晴,23,29,Sta74-Sta149,7
2020-05-30,6,5,1,多云,24,16,Sta74-Sta149,7
2020-05-31,7,5,1,多云,25,13,Sta74-Sta149,7
2020-06-01,1,6,0,阵雨,23,31,Sta74-Sta149,7
2020-06-02,2,6,0,多云,21,28,Sta74-Sta149,7
2020-06-03,3,6,0,多云,23,36,Sta74-Sta149,7
2020-06-04,4,6,0,多云,24,29,Sta74-Sta149,7
2020-06-05,5,6,0,多云,27,32,Sta74-Sta149,7
2020-06-06,6,6,1,阴,25,16,Sta74-Sta149,7
2020-06-07,7,6,1,阵雨,25,19,Sta74-Sta149,7
2020-06-08,1,6,1,阵雨,22,29,Sta74-Sta149,7
2020-06-09,2,6,1,多云,25,22,Sta74-Sta149,7
2020-06-10,3,6,0,多云,24,26,Sta74-Sta149,7
2020-06-11,4,6,0,阴,25,27,Sta74-Sta149,7
2020-06-12,5,6,0,阴,27,21,Sta74-Sta149,7
2020-06-13,6,6,1,阵雨,27,21,Sta74-Sta149,7
2020-06-14,7,6,1,多云,27,19,Sta74-Sta149,7
2020-06-15,1,6,0,多云,26,37,Sta74-Sta149,7
2020-06-16,2,6,0,小雨,24,36,Sta74-Sta149,7
2020-06-17,3,6,0,小雨,24,32,Sta74-Sta149,7
2020-06-18,4,6,0,多云,26,41,Sta74-Sta149,7
2020-06-19,5,6,0,多云,25,33,Sta74-Sta149,7
2020-06-20,6,6,1,阵雨,24,19,Sta74-Sta149,7
2020-06-21,7,6,1,阵雨,24,18,Sta74-Sta149,7
2020-06-22,1,6,0,阵雨,25,38,Sta74-Sta149,7
2020-06-23,2,6,0,阵雨,26,36,Sta74-Sta149,7
2020-06-24,3,6,0,晴,28,35,Sta74-Sta149,7
2020-06-25,4,6,0,多云,28,14,Sta74-Sta149,7
2020-06-26,5,6,0,阵雨,25,14,Sta74-Sta149,7
2020-06-27,6,6,1,阵雨,25,17,Sta74-Sta149,7
2020-06-28,7,6,1,阴,27,26,Sta74-Sta149,7
2020-06-29,1,6,0,多云,27,32,Sta74-Sta149,7
2020-06-30,2,6,0,多云,28,34,Sta74-Sta149,7
2020-07-01,3,7,0,暴雨,24,13,Sta74-Sta149,7
2020-07-02,4,7,0,多云,27,15,Sta74-Sta149,7
2020-07-03,5,7,0,多云,27,24,Sta74-Sta149,7
2020-07-04,6,7,1,阵雨,25,18,Sta74-Sta149,7
2020-07-05,7,7,1,阴,26,17,Sta74-Sta149,7
2020-07-06,1,7,0,阴,26,25,Sta74-Sta149,7
2020-07-07,2,7,0,多云,28,24,Sta74-Sta149,7
2020-07-08,3,7,0,阵雨,28,25,Sta74-Sta149,7
2020-07-09,4,7,0,阵雨,27,33,Sta74-Sta149,7
2020-07-10,5,7,0,阵雨,23,27,Sta74-Sta149,7
2020-07-11,6,7,1,阴,25,18,Sta74-Sta149,7
2020-07-12,7,7,1,多云,26,25,Sta74-Sta149,7
2020-07-13,1,7,0,阵雨,26,34,Sta74-Sta149,7
2020-07-14,2,7,0,小雨,27,36,Sta74-Sta149,7
2020-07-15,3,7,0,大雨,25,40,Sta74-Sta149,7
2020-07-16,4,7,0,阵雨,25,33,Sta74-Sta149,7
2020-07-17,5,7,0,阴,28,0,Sta74-Sta149,7
2020-07-18,6,7,1,阵雨,27,0,Sta74-Sta149,7
2020-07-19,7,7,1,多云,27,0,Sta74-Sta149,7
2020-07-20,1,7,0,阴,24,0,Sta74-Sta149,7
2020-07-21,2,7,0,阵雨,22,0,Sta74-Sta149,7
2020-07-22,3,7,0,阵雨,25,0,Sta74-Sta149,7
2020-07-23,4,7,0,阵雨,26,0,Sta74-Sta149,7
2020-05-01,5,5,1,多云,24,13,Sta149-Sta113,7
2020-05-02,6,5,1,晴,26,17,Sta149-Sta113,7
2020-05-03,7,5,1,多云,27,13,Sta149-Sta113,7
2020-05-04,1,5,1,多云,26,16,Sta149-Sta113,7
2020-05-05,2,5,0,多云,26,14,Sta149-Sta113,7
2020-05-06,3,5,0,多云,25,38,Sta149-Sta113,7
2020-05-07,4,5,0,中雨,23,32,Sta149-Sta113,7
2020-05-08,5,5,0,阴,21,30,Sta149-Sta113,7
2020-05-09,6,5,1,多云,19,24,Sta149-Sta113,7
2020-05-10,7,5,1,多云,22,20,Sta149-Sta113,7
2020-05-11,1,5,0,多云,21,33,Sta149-Sta113,7
2020-05-12,2,5,0,阴,20,32,Sta149-Sta113,7
2020-05-13,3,5,0,多云,20,28,Sta149-Sta113,7
2020-05-14,4,5,0,多云,22,29,Sta149-Sta113,7
2020-05-15,5,5,0,多云,24,34,Sta149-Sta113,7
2020-05-16,6,5,1,多云,25,18,Sta149-Sta113,7
2020-05-17,7,5,1,晴,27,8,Sta149-Sta113,7
2020-05-18,1,5,0,多云,27,36,Sta149-Sta113,7
2020-05-19,2,5,0,多云,25,41,Sta149-Sta113,7
2020-05-20,3,5,0,多云,24,29,Sta149-Sta113,7
2020-05-21,4,5,0,小雨,22,32,Sta149-Sta113,7
2020-05-22,5,5,0,阴,25,36,Sta149-Sta113,7
2020-05-23,6,5,1,多云,25,20,Sta149-Sta113,7
2020-05-24,7,5,1,小雨,18,22,Sta149-Sta113,7
2020-05-25,1,5,0,阴,21,29,Sta149-Sta113,7
2020-05-26,2,5,0,阴,21,27,Sta149-Sta113,7
2020-05-27,3,5,0,阴,19,27,Sta149-Sta113,7
2020-05-28,4,5,0,多云,20,22,Sta149-Sta113,7
2020-05-29,5,5,0,晴,23,31,Sta149-Sta113,7
2020-05-30,6,5,1,多云,24,24,Sta149-Sta113,7
2020-05-31,7,5,1,多云,25,17,Sta149-Sta113,7
2020-06-01,1,6,0,阵雨,23,35,Sta149-Sta113,7
2020-06-02,2,6,0,多云,21,32,Sta149-Sta113,7
2020-06-03,3,6,0,多云,23,41,Sta149-Sta113,7
2020-06-04,4,6,0,多云,24,31,Sta149-Sta113,7
2020-06-05,5,6,0,多云,27,36,Sta149-Sta113,7
2020-06-06,6,6,1,阴,25,17,Sta149-Sta113,7
2020-06-07,7,6,1,阵雨,25,24,Sta149-Sta113,7
2020-06-08,1,6,1,阵雨,22,32,Sta149-Sta113,7
2020-06-09,2,6,1,多云,25,25,Sta149-Sta113,7
2020-06-10,3,6,0,多云,24,31,Sta149-Sta113,7
2020-06-11,4,6,0,阴,25,29,Sta149-Sta113,7
2020-06-12,5,6,0,阴,27,27,Sta149-Sta113,7
2020-06-13,6,6,1,阵雨,27,25,Sta149-Sta113,7
2020-06-14,7,6,1,多云,27,22,Sta149-Sta113,7
2020-06-15,1,6,0,多云,26,42,Sta149-Sta113,7
2020-06-16,2,6,0,小雨,24,37,Sta149-Sta113,7
2020-06-17,3,6,0,小雨,24,35,Sta149-Sta113,7
2020-06-18,4,6,0,多云,26,43,Sta149-Sta113,7
2020-06-19,5,6,0,多云,25,39,Sta149-Sta113,7
2020-06-20,6,6,1,阵雨,24,23,Sta149-Sta113,7
2020-06-21,7,6,1,阵雨,24,19,Sta149-Sta113,7
2020-06-22,1,6,0,阵雨,25,40,Sta149-Sta113,7
2020-06-23,2,6,0,阵雨,26,39,Sta149-Sta113,7
2020-06-24,3,6,0,晴,28,34,Sta149-Sta113,7
2020-06-25,4,6,0,多云,28,17,Sta149-Sta113,7
2020-06-26,5,6,0,阵雨,25,18,Sta149-Sta113,7
2020-06-27,6,6,1,阵雨,25,17,Sta149-Sta113,7
2020-06-28,7,6,1,阴,27,29,Sta149-Sta113,7
2020-06-29,1,6,0,多云,27,37,Sta149-Sta113,7
2020-06-30,2,6,0,多云,28,38,Sta149-Sta113,7
2020-07-01,3,7,0,暴雨,24,13,Sta149-Sta113,7
2020-07-02,4,7,0,多云,27,16,Sta149-Sta113,7
2020-07-03,5,7,0,多云,27,24,Sta149-Sta113,7
2020-07-04,6,7,1,阵雨,25,18,Sta149-Sta113,7
2020-07-05,7,7,1,阴,26,16,Sta149-Sta113,7
2020-07-06,1,7,0,阴,26,28,Sta149-Sta113,7
2020-07-07,2,7,0,多云,28,29,Sta149-Sta113,7
2020-07-08,3,7,0,阵雨,28,27,Sta149-Sta113,7
2020-07-09,4,7,0,阵雨,27,33,Sta149-Sta113,7
2020-07-10,5,7,0,阵雨,23,28,Sta149-Sta113,7
2020-07-11,6,7,1,阴,25,18,Sta149-Sta113,7
2020-07-12,7,7,1,多云,26,27,Sta149-Sta113,7
2020-07-13,1,7,0,阵雨,26,36,Sta149-Sta113,7
2020-07-14,2,7,0,小雨,27,37,Sta149-Sta113,7
2020-07-15,3,7,0,大雨,25,43,Sta149-Sta113,7
2020-07-16,4,7,0,阵雨,25,33,Sta149-Sta113,7
2020-07-17,5,7,0,阴,28,0,Sta149-Sta113,7
2020-07-18,6,7,1,阵雨,27,0,Sta149-Sta113,7
2020-07-19,7,7,1,多云,27,0,Sta149-Sta113,7
2020-07-20,1,7,0,阴,24,0,Sta149-Sta113,7
2020-07-21,2,7,0,阵雨,22,0,Sta149-Sta113,7
2020-07-22,3,7,0,阵雨,25,0,Sta149-Sta113,7
2020-07-23,4,7,0,阵雨,26,0,Sta149-Sta113,7
2020-05-01,5,5,1,多云,24,46,Sta113-Sta49,7
2020-05-02,6,5,1,晴,26,52,Sta113-Sta49,7
2020-05-03,7,5,1,多云,27,34,Sta113-Sta49,7
2020-05-04,1,5,1,多云,26,53,Sta113-Sta49,7
2020-05-05,2,5,0,多云,26,46,Sta113-Sta49,7
2020-05-06,3,5,0,多云,25,110,Sta113-Sta49,7
2020-05-07,4,5,0,中雨,23,104,Sta113-Sta49,7
2020-05-08,5,5,0,阴,21,102,Sta113-Sta49,7
2020-05-09,6,5,1,多云,19,99,Sta113-Sta49,7
2020-05-10,7,5,1,多云,22,54,Sta113-Sta49,7
2020-05-11,1,5,0,多云,21,111,Sta113-Sta49,7
2020-05-12,2,5,0,阴,20,120,Sta113-Sta49,7
2020-05-13,3,5,0,多云,20,107,Sta113-Sta49,7
2020-05-14,4,5,0,多云,22,103,Sta113-Sta49,7
2020-05-15,5,5,0,多云,24,113,Sta113-Sta49,7
2020-05-16,6,5,1,多云,25,49,Sta113-Sta49,7
2020-05-17,7,5,1,晴,27,33,Sta113-Sta49,7
2020-05-18,1,5,0,多云,27,114,Sta113-Sta49,7
2020-05-19,2,5,0,多云,25,112,Sta113-Sta49,7
2020-05-20,3,5,0,多云,24,117,Sta113-Sta49,7
2020-05-21,4,5,0,小雨,22,112,Sta113-Sta49,7
2020-05-22,5,5,0,阴,25,129,Sta113-Sta49,7
2020-05-23,6,5,1,多云,25,57,Sta113-Sta49,7
2020-05-24,7,5,1,小雨,18,59,Sta113-Sta49,7
2020-05-25,1,5,0,阴,21,125,Sta113-Sta49,7
2020-05-26,2,5,0,阴,21,117,Sta113-Sta49,7
2020-05-27,3,5,0,阴,19,109,Sta113-Sta49,7
2020-05-28,4,5,0,多云,20,114,Sta113-Sta49,7
2020-05-29,5,5,0,晴,23,129,Sta113-Sta49,7
2020-05-30,6,5,1,多云,24,68,Sta113-Sta49,7
2020-05-31,7,5,1,多云,25,38,Sta113-Sta49,7
2020-06-01,1,6,0,阵雨,23,130,Sta113-Sta49,7
2020-06-02,2,6,0,多云,21,122,Sta113-Sta49,7
2020-06-03,3,6,0,多云,23,140,Sta113-Sta49,7
2020-06-04,4,6,0,多云,24,119,Sta113-Sta49,7
2020-06-05,5,6,0,多云,27,126,Sta113-Sta49,7
2020-06-06,6,6,1,阴,25,82,Sta113-Sta49,7
2020-06-07,7,6,1,阵雨,25,54,Sta113-Sta49,7
2020-06-08,1,6,1,阵雨,22,114,Sta113-Sta49,7
2020-06-09,2,6,1,多云,25,113,Sta113-Sta49,7
2020-06-10,3,6,0,多云,24,117,Sta113-Sta49,7
2020-06-11,4,6,0,阴,25,120,Sta113-Sta49,7
2020-06-12,5,6,0,阴,27,107,Sta113-Sta49,7
2020-06-13,6,6,1,阵雨,27,65,Sta113-Sta49,7
2020-06-14,7,6,1,多云,27,47,Sta113-Sta49,7
2020-06-15,1,6,0,多云,26,137,Sta113-Sta49,7
2020-06-16,2,6,0,小雨,24,123,Sta113-Sta49,7
2020-06-17,3,6,0,小雨,24,116,Sta113-Sta49,7
2020-06-18,4,6,0,多云,26,110,Sta113-Sta49,7
2020-06-19,5,6,0,多云,25,127,Sta113-Sta49,7
2020-06-20,6,6,1,阵雨,24,50,Sta113-Sta49,7
2020-06-21,7,6,1,阵雨,24,46,Sta113-Sta49,7
2020-06-22,1,6,0,阵雨,25,131,Sta113-Sta49,7
2020-06-23,2,6,0,阵雨,26,127,Sta113-Sta49,7
2020-06-24,3,6,0,晴,28,117,Sta113-Sta49,7
2020-06-25,4,6,0,多云,28,68,Sta113-Sta49,7
2020-06-26,5,6,0,阵雨,25,48,Sta113-Sta49,7
2020-06-27,6,6,1,阵雨,25,44,Sta113-Sta49,7
2020-06-28,7,6,1,阴,27,125,Sta113-Sta49,7
2020-06-29,1,6,0,多云,27,131,Sta113-Sta49,7
2020-06-30,2,6,0,多云,28,139,Sta113-Sta49,7
2020-07-01,3,7,0,暴雨,24,24,Sta113-Sta49,7
2020-07-02,4,7,0,多云,27,86,Sta113-Sta49,7
2020-07-03,5,7,0,多云,27,84,Sta113-Sta49,7
2020-07-04,6,7,1,阵雨,25,52,Sta113-Sta49,7
2020-07-05,7,7,1,阴,26,44,Sta113-Sta49,7
2020-07-06,1,7,0,阴,26,89,Sta113-Sta49,7
2020-07-07,2,7,0,多云,28,89,Sta113-Sta49,7
2020-07-08,3,7,0,阵雨,28,91,Sta113-Sta49,7
2020-07-09,4,7,0,阵雨,27,110,Sta113-Sta49,7
2020-07-10,5,7,0,阵雨,23,119,Sta113-Sta49,7
2020-07-11,6,7,1,阴,25,71,Sta113-Sta49,7
2020-07-12,7,7,1,多云,26,68,Sta113-Sta49,7
2020-07-13,1,7,0,阵雨,26,129,Sta113-Sta49,7
2020-07-14,2,7,0,小雨,27,114,Sta113-Sta49,7
2020-07-15,3,7,0,大雨,25,118,Sta113-Sta49,7
2020-07-16,4,7,0,阵雨,25,102,Sta113-Sta49,7
2020-07-17,5,7,0,阴,28,0,Sta113-Sta49,7
2020-07-18,6,7,1,阵雨,27,0,Sta113-Sta49,7
2020-07-19,7,7,1,多云,27,0,Sta113-Sta49,7
2020-07-20,1,7,0,阴,24,0,Sta113-Sta49,7
2020-07-21,2,7,0,阵雨,22,0,Sta113-Sta49,7
2020-07-22,3,7,0,阵雨,25,0,Sta113-Sta49,7
2020-07-23,4,7,0,阵雨,26,0,Sta113-Sta49,7
2020-05-01,5,5,1,多云,24,48,Sta49-Sta65,7
2020-05-02,6,5,1,晴,26,48,Sta49-Sta65,7
2020-05-03,7,5,1,多云,27,36,Sta49-Sta65,7
2020-05-04,1,5,1,多云,26,52,Sta49-Sta65,7
2020-05-05,2,5,0,多云,26,42,Sta49-Sta65,7
2020-05-06,3,5,0,多云,25,109,Sta49-Sta65,7
2020-05-07,4,5,0,中雨,23,98,Sta49-Sta65,7
2020-05-08,5,5,0,阴,21,102,Sta49-Sta65,7
2020-05-09,6,5,1,多云,19,98,Sta49-Sta65,7
2020-05-10,7,5,1,多云,22,55,Sta49-Sta65,7
2020-05-11,1,5,0,多云,21,110,Sta49-Sta65,7
2020-05-12,2,5,0,阴,20,118,Sta49-Sta65,7
2020-05-13,3,5,0,多云,20,108,Sta49-Sta65,7
2020-05-14,4,5,0,多云,22,104,Sta49-Sta65,7
2020-05-15,5,5,0,多云,24,109,Sta49-Sta65,7
2020-05-16,6,5,1,多云,25,44,Sta49-Sta65,7
2020-05-17,7,5,1,晴,27,35,Sta49-Sta65,7
2020-05-18,1,5,0,多云,27,113,Sta49-Sta65,7
2020-05-19,2,5,0,多云,25,104,Sta49-Sta65,7
2020-05-20,3,5,0,多云,24,112,Sta49-Sta65,7
2020-05-21,4,5,0,小雨,22,110,Sta49-Sta65,7
2020-05-22,5,5,0,阴,25,120,Sta49-Sta65,7
2020-05-23,6,5,1,多云,25,55,Sta49-Sta65,7
2020-05-24,7,5,1,小雨,18,53,Sta49-Sta65,7
2020-05-25,1,5,0,阴,21,122,Sta49-Sta65,7
2020-05-26,2,5,0,阴,21,116,Sta49-Sta65,7
2020-05-27,3,5,0,阴,19,106,Sta49-Sta65,7
2020-05-28,4,5,0,多云,20,112,Sta49-Sta65,7
2020-05-29,5,5,0,晴,23,126,Sta49-Sta65,7
2020-05-30,6,5,1,多云,24,67,Sta49-Sta65,7
2020-05-31,7,5,1,多云,25,37,Sta49-Sta65,7
2020-06-01,1,6,0,阵雨,23,127,Sta49-Sta65,7
2020-06-02,2,6,0,多云,21,114,Sta49-Sta65,7
2020-06-03,3,6,0,多云,23,131,Sta49-Sta65,7
2020-06-04,4,6,0,多云,24,112,Sta49-Sta65,7
2020-06-05,5,6,0,多云,27,118,Sta49-Sta65,7
2020-06-06,6,6,1,阴,25,78,Sta49-Sta65,7
2020-06-07,7,6,1,阵雨,25,49,Sta49-Sta65,7
2020-06-08,1,6,1,阵雨,22,112,Sta49-Sta65,7
2020-06-09,2,6,1,多云,25,109,Sta49-Sta65,7
2020-06-10,3,6,0,多云,24,115,Sta49-Sta65,7
2020-06-11,4,6,0,阴,25,109,Sta49-Sta65,7
2020-06-12,5,6,0,阴,27,107,Sta49-Sta65,7
2020-06-13,6,6,1,阵雨,27,67,Sta49-Sta65,7
2020-06-14,7,6,1,多云,27,44,Sta49-Sta65,7
2020-06-15,1,6,0,多云,26,131,Sta49-Sta65,7
2020-06-16,2,6,0,小雨,24,118,Sta49-Sta65,7
2020-06-17,3,6,0,小雨,24,109,Sta49-Sta65,7
2020-06-18,4,6,0,多云,26,99,Sta49-Sta65,7
2020-06-19,5,6,0,多云,25,116,Sta49-Sta65,7
2020-06-20,6,6,1,阵雨,24,45,Sta49-Sta65,7
2020-06-21,7,6,1,阵雨,24,42,Sta49-Sta65,7
2020-06-22,1,6,0,阵雨,25,122,Sta49-Sta65,7
2020-06-23,2,6,0,阵雨,26,124,Sta49-Sta65,7
2020-06-24,3,6,0,晴,28,112,Sta49-Sta65,7
2020-06-25,4,6,0,多云,28,63,Sta49-Sta65,7
2020-06-26,5,6,0,阵雨,25,43,Sta49-Sta65,7
2020-06-27,6,6,1,阵雨,25,38,Sta49-Sta65,7
2020-06-28,7,6,1,阴,27,124,Sta49-Sta65,7
2020-06-29,1,6,0,多云,27,122,Sta49-Sta65,7
2020-06-30,2,6,0,多云,28,128,Sta49-Sta65,7
2020-07-01,3,7,0,暴雨,24,19,Sta49-Sta65,7
2020-07-02,4,7,0,多云,27,83,Sta49-Sta65,7
2020-07-03,5,7,0,多云,27,77,Sta49-Sta65,7
2020-07-04,6,7,1,阵雨,25,48,Sta49-Sta65,7
2020-07-05,7,7,1,阴,26,44,Sta49-Sta65,7
2020-07-06,1,7,0,阴,26,83,Sta49-Sta65,7
2020-07-07,2,7,0,多云,28,88,Sta49-Sta65,7
2020-07-08,3,7,0,阵雨,28,85,Sta49-Sta65,7
2020-07-09,4,7,0,阵雨,27,102,Sta49-Sta65,7
2020-07-10,5,7,0,阵雨,23,117,Sta49-Sta65,7
2020-07-11,6,7,1,阴,25,61,Sta49-Sta65,7
2020-07-12,7,7,1,多云,26,61,Sta49-Sta65,7
2020-07-13,1,7,0,阵雨,26,122,Sta49-Sta65,7
2020-07-14,2,7,0,小雨,27,103,Sta49-Sta65,7
2020-07-15,3,7,0,大雨,25,119,Sta49-Sta65,7
2020-07-16,4,7,0,阵雨,25,100,Sta49-Sta65,7
2020-07-17,5,7,0,阴,28,0,Sta49-Sta65,7
2020-07-18,6,7,1,阵雨,27,0,Sta49-Sta65,7
2020-07-19,7,7,1,多云,27,0,Sta49-Sta65,7
2020-07-20,1,7,0,阴,24,0,Sta49-Sta65,7
2020-07-21,2,7,0,阵雨,22,0,Sta49-Sta65,7
2020-07-22,3,7,0,阵雨,25,0,Sta49-Sta65,7
2020-07-23,4,7,0,阵雨,26,0,Sta49-Sta65,7
2020-05-01,5,5,1,多云,24,42,Sta65-Sta55,7
