date,weather,temp,wind
2020-12-13,小雨/小雨,8℃/3℃,北风1-2级/北风1-2级
2020-12-14,阴/小雨,4℃/1℃,北风1-2级/北风1-2级
2020-12-15,小雨/小雨,4℃/2℃,北风1-2级/北风1-2级
2020-12-16,小雨/小雨,5℃/2℃,北风1-2级/北风1-2级
2020-12-17,小雨/小雨,4℃/3℃,北风1-2级/北风1-2级
2020-12-18,多云/多云,8℃/3℃,北风1-2级/北风1-2级
2020-12-19,多云/多云,8℃/1℃,北风1-2级/北风1-2级
2020-12-20,多云/多云,8℃/1℃,北风1-2级/北风1-2级
2020-12-21,多云/多云,8℃/3℃,北风1-2级/北风1-2级
2020-12-22,阴/多云,7℃/4℃,北风1-2级/北风1-2级
2020-12-23,多云/晴,11℃/3℃,北风1-2级/北风1-2级
2020-12-24,多云/阴,10℃/6℃,北风1-2级/北风1-2级
2020-12-25,小雨/小雨,8℃/5℃,北风1-2级/北风1-2级
2020-12-26,多云/多云,10℃/4℃,北风1-2级/北风1-2级
2020-12-27,多云/多云,10℃/2℃,北风1-2级/北风1-2级
2020-12-28,多云/阴,9℃/4℃,北风1-2级/北风1-2级
2020-12-29,多云/晴,8℃/1℃,北风1-2级/北风1-2级
2020-12-30,多云/多云,7℃/1℃,北风1-2级/北风1-2级
2020-12-31,多云/晴,7℃/0℃,北风1-2级/北风1-2级
