date,weather,temp,wind
2020年12月4日,小雨/小雨,5℃/3℃,北风1-2级/北风1-2级
2020年12月5日,阴/小雨,7℃/4℃,北风1-2级/北风1-2级
2020年12月6日,阴/阴,8℃/5℃,北风1-2级/北风1-2级
2020年12月7日,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020年12月8日,多云/阴,8℃/4℃,北风1-2级/北风1-2级
2020年12月9日,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020年12月10日,多云/阴,10℃/6℃,北风1-2级/北风1-2级
2020年12月11日,阴/多云,10℃/6℃,北风1-2级/北风1-2级
2020年12月12日,阴/阴,10℃/7℃,北风1-2级/北风1-2级
2020年12月13日,小雨/小雨,8℃/3℃,北风1-2级/北风1-2级
2020年12月14日,阴/小雨,4℃/1℃,北风1-2级/北风1-2级
2020年12月15日,小雨/小雨,4℃/2℃,北风1-2级/北风1-2级
2020年12月16日,小雨/小雨,5℃/2℃,北风1-2级/北风1-2级
2020年12月17日,小雨/小雨,4℃/3℃,北风1-2级/北风1-2级
2020年12月18日,多云/多云,8℃/3℃,北风1-2级/北风1-2级
2020年12月19日,多云/多云,8℃/1℃,北风1-2级/北风1-2级
2020年12月20日,多云/多云,8℃/1℃,北风1-2级/北风1-2级
2020年12月21日,多云/多云,8℃/3℃,北风1-2级/北风1-2级
2020年12月22日,阴/多云,7℃/4℃,北风1-2级/北风1-2级
2020年12月23日,多云/晴,11℃/3℃,北风1-2级/北风1-2级
2020年12月24日,多云/阴,10℃/6℃,北风1-2级/北风1-2级
2020年12月25日,小雨/小雨,8℃/5℃,北风1-2级/北风1-2级
2020年12月26日,多云/多云,10℃/4℃,北风1-2级/北风1-2级
2020年12月27日,多云/多云,10℃/2℃,北风1-2级/北风1-2级
2020年12月28日,多云/阴,9℃/4℃,北风1-2级/北风1-2级
2020年12月29日,多云/晴,8℃/1℃,北风1-2级/北风1-2级
2020年12月30日,多云/多云,7℃/1℃,北风1-2级/北风1-2级
2020年12月31日,多云/晴,7℃/0℃,北风1-2级/北风1-2级
